loss,accuracy,auc,precision,recall,val_loss,val_accuracy,val_auc,val_precision,val_recall
0.5169479846954346,0.7362385392189026,0.7796388268470764,0.7646055221557617,0.8733088970184326,0.4349076747894287,0.8067278265953064,0.8614565134048462,0.8283772468566895,0.8953167796134949
0.38859981298446655,0.8267583847045898,0.8884181976318359,0.8462033271789551,0.9046090245246887,0.3909013271331787,0.838226318359375,0.8973065614700317,0.8685739636421204,0.892102837562561
0.3077946603298187,0.8654434084892273,0.9298155903816223,0.8782873153686523,0.9266223311424255,0.38046813011169434,0.853210985660553,0.9052422642707825,0.8440032601356506,0.9563819766044617
0.2604955732822418,0.8912844061851501,0.9479556083679199,0.8917149305343628,0.9526484608650208,0.34235918521881104,0.8724770545959473,0.9250239133834839,0.8520591855049133,0.9784205555915833
0.22066499292850494,0.90695720911026,0.9621566534042358,0.905719518661499,0.9604448676109314,0.30365732312202454,0.8740060925483704,0.9354009032249451,0.8537660241127014,0.9784205555915833
0.1919446438550949,0.9207950830459595,0.9707720279693604,0.9190839529037476,0.966292142868042,0.2839381694793701,0.8880733847618103,0.9427517652511597,0.8922078013420105,0.9462810158729553
0.16151399910449982,0.933562695980072,0.9789267778396606,0.9305844902992249,0.9729419946670532,0.2841070890426636,0.90152907371521,0.944013237953186,0.904181182384491,0.9531680345535278
0.155052050948143,0.9363150000572205,0.9810837507247925,0.9343684911727905,0.9728273153305054,0.26886284351348877,0.9116207957267761,0.9455431699752808,0.8983551263809204,0.9779614210128784
0.1385391503572464,0.9428134560585022,0.9846418499946594,0.9432955384254456,0.9727126955986023,0.3080492913722992,0.9103975296020508,0.9404565691947937,0.8896238207817078,0.9880624413490295
0.12176568061113358,0.9510703086853027,0.9878582954406738,0.9502005577087402,0.9778720736503601,0.29652902483940125,0.9085627198219299,0.9424269795417786,0.8903198838233948,0.983930230140686
,,,,,,,,,
