Fold,Precision,Recall,F1 Score,ROC AUC
1,0.7646687697160883,0.7661188369152971,0.7653931165140512,0.8391306067625828
2,0.7691450405986308,0.7697578075207139,0.7694513020625946,0.8439533305033772
3,0.7588939197930142,0.7584033613445378,0.7586485612673779,0.8367521594694665
4,0.7702040170804998,0.7636819821232554,0.7669291338582677,0.8390925787295442
5,0.7644388793238378,0.7682869277961303,0.7663580731209791,0.8358106748117365
Average,0.7654701253024142,0.765249783139987,0.7653560373646542,0.8389478700553414
