loss,accuracy,auc,precision,recall,val_loss,val_accuracy,val_auc,val_precision,val_recall
0.5574367046356201,0.7331452965736389,0.774559736251831,0.6771949529647827,0.8910232782363892,0.5054967999458313,0.7757902145385742,0.8205392360687256,0.7055742740631104,0.9465702176094055
0.48984259366989136,0.7571919560432434,0.8201575875282288,0.6885057687759399,0.9393778443336487,0.4697328209877014,0.7572253942489624,0.8347939252853394,0.6913270354270935,0.9294393062591553
0.46302762627601624,0.7616037130355835,0.8386550545692444,0.6992723941802979,0.9180008172988892,0.44765082001686096,0.7766478657722473,0.8540167808532715,0.7207888960838318,0.9031465649604797
0.4448237419128418,0.775840163230896,0.8545585870742798,0.7190126776695251,0.9055757522583008,0.43970105051994324,0.7815883755683899,0.8598150014877319,0.7292965054512024,0.8956152200698853
0.4321465790271759,0.7852025032043457,0.8645020127296448,0.7317202687263489,0.9006050825119019,0.4283427298069,0.7872837781906128,0.8684893846511841,0.7400302290916443,0.8857163190841675
0.42147812247276306,0.7922743558883667,0.8718814849853516,0.7412322759628296,0.898068904876709,0.4201340079307556,0.7933298945426941,0.8746671080589294,0.7456291317939758,0.8904290199279785
0.41138553619384766,0.7992496490478516,0.8790151476860046,0.7500198483467102,0.8977015018463135,0.41855230927467346,0.7952104806900024,0.8767255544662476,0.753817617893219,0.8767510652542114
0.4042181968688965,0.8037970662117004,0.8836542963981628,0.7556717395782471,0.8979125618934631,0.41370970010757446,0.7979085445404053,0.8803943991661072,0.7564821243286133,0.878667414188385
0.39548519253730774,0.8089007139205933,0.8891057968139648,0.7615538835525513,0.8994112610816956,0.4086109697818756,0.8014910817146301,0.8833101987838745,0.7609211802482605,0.8792347311973572
0.3893488347530365,0.8131706118583679,0.8930703997612,0.7669761180877686,0.8996848464012146,0.41208428144454956,0.8022303581237793,0.8847709894180298,0.7726835012435913,0.8564083576202393
0.38244006037712097,0.8177722096443176,0.897260844707489,0.7721663117408752,0.9015554189682007,0.41499918699264526,0.803909957408905,0.8862094283103943,0.7710872888565063,0.8644489645957947
