Fold,Precision,Recall,F1 Score,ROC AUC
1,0.84375,0.8844404003639672,0.8636161705908485,0.9258378864311093
2,0.8398607484769365,0.8885819521178637,0.8635346756152126,0.9307759384016618
3,0.8422391857506362,0.8858162355040142,0.8634782608695653,0.9299774499869012
4,0.8411214953271028,0.908256880733945,0.8734009704455227,0.9423453413012373
5,0.8230633802816901,0.8870967741935484,0.8538812785388128,0.9220688504588795
