Fold,Precision,Recall,F1 Score,ROC AUC
1,0.8861588861588862,0.9931161083065626,0.9365938108634495,0.9629840965906964
2,0.9018077239112572,0.9891843172600271,0.9434773264560499,0.9678738976463541
3,0.8897540983606558,0.9922303473491774,0.9382022471910112,0.9681050985547112
4,0.882640586797066,0.9944903581267218,0.9352331606217616,0.9641076516076516
5,0.8901977282288599,0.9906367041198502,0.937735430977177,0.9723116028905667
